sample_idx,wav_file,participant_id,word,true_label,pred_label,correct,prob_class0,prob_class1,speech_onset_s,duration_s,rollout_peak_time_s,rollout_pre_speech_frac,rollout_post_speech_frac,noise_leakage_delta,occlusion_peak_time_s
12,ReXa_061_14_baseball.wav,ReXa_061,baseball,1,0,False,0.6276082396507263,0.37239179015159607,1.5,3.96,1.5,0.28550405640985554,0.7144959435503474,-0.07170299500255956,
13,ReXa_061_15_sun.wav,ReXa_061,sun,1,1,True,0.12246155738830566,0.8775385022163391,0.66,3.96,0.66,0.35699849422219365,0.643001468735074,-0.09110810189011304,
14,ReXa_061_16_state.wav,ReXa_061,state,0,0,True,0.7837812900543213,0.2162187397480011,1.3,3.96,1.46,0.33475814796278036,0.6652418520072305,-0.10136604336968796,
15,ReXa_061_17_to.wav,ReXa_061,to,1,1,True,0.019016701728105545,0.980983316898346,0.86,3.96,0.86,0.25271157667940425,0.747288524916608,-0.0657052686919308,
16,ReXa_061_18_spoon.wav,ReXa_061,spoon,0,1,False,0.4381457567214966,0.5618542432785034,1.28,3.96,1.28,0.40303681061057783,0.5969631893652174,-0.11501392626128915,
17,ReXa_061_19_cheek.wav,ReXa_061,cheek,0,0,True,0.9806917905807495,0.019308222457766533,1.82,3.96,1.82,0.23009473376674996,0.7699053120951636,0.004186787122361535,
18,ReXa_061_20_in.wav,ReXa_061,in,0,0,True,0.6485174298286438,0.3514825701713562,0.92,3.96,0.94,0.332483838923576,0.6675161938018738,-0.026130242664026748,
19,ReXa_061_21_be.wav,ReXa_061,be,1,1,True,0.052183736115694046,0.9478162527084351,0.54,3.96,0.54,0.18470735934593474,0.8152926191535016,-0.0192881623455137,
20,ReXa_061_22_sometimes.wav,ReXa_061,sometimes,0,0,True,0.954475998878479,0.04552396014332771,1.9,3.96,2.1,0.35496696852079007,0.645032932825683,-0.14019626340270736,
21,ReXa_067_02_do.wav,ReXa_067,do,1,0,False,0.596839964389801,0.4031600058078766,0.66,2.16,0.64,0.3201840402542131,0.6798158558041533,-0.08722949836911165,
22,ReXa_067_03_pet.wav,ReXa_067,pet,0,0,True,0.9116068482398987,0.08839315921068192,2.28,53.28,0.0,0.04327662927075592,0.9567233170341696,-0.02134188069807571,
23,ReXa_067_04_sit.wav,ReXa_067,sit,1,0,False,0.8738855123519897,0.12611450254917145,3.3,8.16,4.08,0.24282783331440455,0.7571721379606311,-0.04029905055676444,
24,ReXa_067_05_dime.wav,ReXa_067,dime,1,1,True,0.04805567115545273,0.9519443511962891,0.56,3.96,0.56,0.10505496995624376,0.8949450527426832,0.07369323393471504,
25,ReXa_067_06_boots.wav,ReXa_067,boots,0,0,True,0.7674651741981506,0.23253478109836578,0.86,3.96,0.86,0.22325863883476935,0.7767413083074991,-0.017674521743022198,
26,ReXa_067_07_see.wav,ReXa_067,see,1,1,True,0.22977347671985626,0.7702265381813049,0.44,3.96,0.46,0.1535160290434656,0.8464839410302858,-0.044030636815721,
27,ReXa_067_08_midnight.wav,ReXa_067,midnight,0,0,True,0.967781126499176,0.0322188176214695,3.42,3.96,3.46,0.43770290863329214,0.5622970913339104,-0.011252065027323843,
28,ReXa_067_09_pile.wav,ReXa_067,pile,1,1,True,0.09422270208597183,0.9057772755622864,1.06,3.96,1.04,0.20006668196003666,0.7999333056338501,0.005761632957721002,
29,ReXa_067_10_seven.wav,ReXa_067,seven,1,1,True,0.02377701923251152,0.9762229919433594,0.56,3.96,0.74,0.1325758082250873,0.8674241997393316,0.002783228068078236,
30,ReXa_067_11_speed.wav,ReXa_067,speed,1,1,True,0.08831451088190079,0.9116855263710022,0.48,3.96,0.76,0.10136568051643091,0.8986342838518013,0.012092141812231172,
31,ReXa_067_12_system.wav,ReXa_067,system,0,0,True,0.9830276966094971,0.016972322016954422,2.28,3.96,2.36,0.37034213180132863,0.6296578681735812,-0.0955073431159908,
32,ReXa_067_13_at.wav,ReXa_067,at,1,1,True,0.1839507818222046,0.8160492181777954,0.48,3.96,0.82,0.107842120685081,0.8921578006592851,0.009835922429905303,
33,ReXa_067_14_baseball.wav,ReXa_067,baseball,0,1,False,0.1631915122270584,0.8368085026741028,0.78,3.96,1.02,0.1577368789410881,0.8422632030743633,0.0026964937973025516,
34,ReXa_067_15_sun.wav,ReXa_067,sun,1,1,True,0.18760594725608826,0.8123940825462341,0.34,3.96,0.6,0.13446345291653944,0.8655365639920781,-0.05763168596393159,
35,ReXa_067_16_state.wav,ReXa_067,state,1,1,True,0.18481016159057617,0.815189778804779,1.86,3.96,1.92,0.27177147506420024,0.7282285248992952,-0.05438344826385427,
36,ReXa_067_17_to.wav,ReXa_067,to,1,1,True,0.020836537703871727,0.9791634678840637,0.52,3.96,0.64,0.16904865908625902,0.8309513919250592,-0.04236028106465431,
37,ReXa_067_18_spoon.wav,ReXa_067,spoon,1,1,True,0.24602892994880676,0.7539710402488708,2.4,3.96,2.52,0.32221180257992127,0.6777881615214157,-0.005689769145859058,
38,ReXa_067_19_cheek.wav,ReXa_067,cheek,1,1,True,0.03655996173620224,0.9634400606155396,1.3,3.96,1.4,0.26000325120159307,0.7399966632943435,-0.034413331670237024,
39,ReXa_067_20_in.wav,ReXa_067,in,1,1,True,0.05983855202794075,0.940161406993866,0.62,3.96,0.66,0.20424291489788718,0.7957571176366732,0.008902971590812048,
40,ReXa_067_21_be.wav,ReXa_067,be,1,1,True,0.05480135232210159,0.945198655128479,0.58,3.96,0.7,0.15732499923728352,0.8426749499128876,0.023932881020106933,
41,ReXa_067_22_sometimes.wav,ReXa_067,sometimes,0,0,True,0.9721723794937134,0.027827680110931396,2.96,3.96,2.96,0.40154996798033926,0.5984501234921153,-0.10013371649989278,
42,ReXa_090_02_do.wav,ReXa_090,do,1,1,True,0.035729460418224335,0.9642705321311951,1.28,2.94,1.38,0.2563036453612782,0.743696327881528,-0.011639914156666264,
43,ReXa_090_03_pet.wav,ReXa_090,pet,1,0,False,0.5664045214653015,0.4335954785346985,0.82,2.46,1.16,0.20968915225975943,0.7903108298462314,-0.023094192281095494,
44,ReXa_090_04_sit.wav,ReXa_090,sit,1,1,True,0.3181838393211365,0.6818161606788635,3.56,5.34,5.04,0.3713965464416763,0.6286034997366653,-0.03395797868493239,
45,ReXa_090_05_dime.wav,ReXa_090,dime,1,1,True,0.07833988964557648,0.9216600656509399,0.66,3.96,0.66,0.1849140588679735,0.8150860462894024,-0.014446808027775454,
46,ReXa_090_06_boots.wav,ReXa_090,boots,1,1,True,0.23294809460639954,0.7670519351959229,0.64,3.96,0.64,0.13441615336800902,0.8655838466013496,0.01978811865936328,
47,ReXa_090_07_see.wav,ReXa_090,see,1,1,True,0.042498961091041565,0.9575009942054749,1.14,3.96,1.14,0.2863882203179259,0.7136118173385549,-0.034010747564530874,
48,ReXa_090_08_midnight.wav,ReXa_090,midnight,0,0,True,0.9611290097236633,0.03887097164988518,1.58,3.96,1.8,0.23877718334073128,0.7612228599638763,-0.009475623779397258,
49,ReXa_090_09_pile.wav,ReXa_090,pile,1,1,True,0.11509215831756592,0.8849078416824341,0.5,3.96,0.48,0.12598188707860133,0.8740180245037398,0.011190502916952672,
50,ReXa_090_10_seven.wav,ReXa_090,seven,0,0,True,0.9363744854927063,0.06362558156251907,1.4,3.96,1.4,0.3340482849865964,0.6659517544553704,0.04121587392276632,
51,ReXa_090_11_speed.wav,ReXa_090,speed,0,1,False,0.2552556097507477,0.7447443604469299,0.82,3.96,0.82,0.21922547296634,0.7807745938544828,-0.025976595157716276,
52,ReXa_090_12_system.wav,ReXa_090,system,0,0,True,0.9912720322608948,0.008727937005460262,1.6,3.96,1.6,0.27750616150827406,0.7224938697547113,0.03521433275709801,
53,ReXa_090_13_at.wav,ReXa_090,at,1,1,True,0.20546823740005493,0.7945318222045898,1.0,3.96,1.0,0.23706270364847593,0.762937348504707,0.01720596526436291,
54,ReXa_090_14_baseball.wav,ReXa_090,baseball,0,0,True,0.9817901253700256,0.018209930509328842,3.1,3.96,3.1,0.43933866530797483,0.5606612706366858,0.01594443403146595,
55,ReXa_090_15_sun.wav,ReXa_090,sun,0,0,True,0.7458699345588684,0.254130095243454,1.94,3.96,3.52,0.33585349672250564,0.6641464557444635,-0.0700581662077972,
56,ReXa_090_16_state.wav,ReXa_090,state,0,0,True,0.5360049605369568,0.463995099067688,0.62,3.96,0.62,0.2956777520279322,0.7043223423098521,-0.050490878931663985,
57,ReXa_090_17_to.wav,ReXa_090,to,1,1,True,0.032417457550764084,0.9675825834274292,0.56,3.96,0.66,0.23136021313160735,0.7686398218857302,-0.039199071842033945,
58,ReXa_090_18_spoon.wav,ReXa_090,spoon,0,1,False,0.38065770268440247,0.6193422675132751,0.66,3.96,0.66,0.2272464782170214,0.7727534851999787,-0.021570886716841847,
59,ReXa_090_19_cheek.wav,ReXa_090,cheek,0,1,False,0.47635528445243835,0.5236446857452393,2.42,3.96,2.56,0.4065682724605849,0.5934317025035669,-0.08840645722870416,
60,ReXa_090_20_in.wav,ReXa_090,in,1,1,True,0.04108176752924919,0.9589182138442993,0.6,3.96,0.6,0.16499936267211293,0.8350006739171555,0.03596648145826817,
61,ReXa_090_21_be.wav,ReXa_090,be,1,1,True,0.03824174031615257,0.9617583155632019,0.8,3.96,0.8,0.1948400405596682,0.8051599319105534,0.021521419321784335,
62,ReXa_090_22_sometimes.wav,ReXa_090,sometimes,0,0,True,0.9242492318153381,0.07575072348117828,1.84,3.96,2.06,0.27472179473178154,0.7252782366113795,0.010274840585336342,
