sample_idx,wav_file,participant_id,word,true_label,pred_label,correct,prob_class0,prob_class1,speech_onset_s,duration_s,rollout_peak_time_s,rollout_pre_speech_frac,rollout_post_speech_frac,noise_leakage_delta,occlusion_peak_time_s
34,ReXa_034_15_sun.wav,ReXa_034,sun,0,0,True,0.7960366010665894,0.20396341383457184,1.44,3.96,1.68,0.34097083363431324,0.659029166336845,-0.05227736032139724,
35,ReXa_034_16_state.wav,ReXa_034,state,0,0,True,0.9174727201461792,0.08252733200788498,3.3,3.96,3.32,0.4766704187800036,0.5233295811822913,-0.041865911364752095,
36,ReXa_034_17_to.wav,ReXa_034,to,1,1,True,0.02888655848801136,0.9711134433746338,0.78,3.96,0.78,0.16842620761662538,0.8315737718128379,-0.004816074256200759,
37,ReXa_034_18_spoon.wav,ReXa_034,spoon,0,0,True,0.9891114830970764,0.010888519696891308,0.24,3.96,2.18,0.08823874241530379,0.911761346785162,-0.004111142824737804,
38,ReXa_034_19_cheek.wav,ReXa_034,cheek,1,1,True,0.06189018860459328,0.938109815120697,2.76,3.96,2.88,0.40445759140489185,0.5955424085569514,-0.07790837789702232,
39,ReXa_034_20_in.wav,ReXa_034,in,0,1,False,0.4592665135860443,0.5407335162162781,1.78,3.96,1.8,0.28761425780995953,0.7123857635305748,0.021514196873028635,
40,ReXa_034_21_be.wav,ReXa_034,be,1,1,True,0.2957649528980255,0.7042350769042969,0.2,3.96,0.4,0.11143327827333434,0.888566598147772,-0.026274350549007924,
41,ReXa_034_22_sometimes.wav,ReXa_034,sometimes,0,0,True,0.6345551013946533,0.3654448688030243,3.66,3.96,3.68,0.5942902712518345,0.4057097730402645,-0.08841808015984187,
42,ReXa_149_02_do.wav,ReXa_149,do,1,1,True,0.3419143855571747,0.6580855846405029,1.04,5.46,1.02,0.1599748404972447,0.8400252207157709,0.09487388409133551,
43,ReXa_149_03_pet.wav,ReXa_149,pet,1,1,True,0.07801531255245209,0.9219847321510315,0.84,2.04,0.84,0.29797549622409025,0.702024503734661,0.061946721468500054,
44,ReXa_149_04_sit.wav,ReXa_149,sit,1,1,True,0.03748695179820061,0.9625130295753479,0.68,1.86,0.88,0.24142370276241348,0.7585763890533057,0.009759072980767225,
45,ReXa_149_05_dime.wav,ReXa_149,dime,1,1,True,0.4507983326911926,0.5492016673088074,0.56,3.96,0.54,0.17857442728184222,0.8214256249414228,0.02471189563659984,
46,ReXa_149_06_boots.wav,ReXa_149,boots,0,0,True,0.972212016582489,0.027787989005446434,1.22,3.96,1.22,0.275536235858172,0.7244636944731159,-0.02742726873990678,
47,ReXa_149_07_see.wav,ReXa_149,see,1,1,True,0.029179604724049568,0.970820426940918,0.48,3.96,0.58,0.16651074933834334,0.8334892149642837,-0.03320746032747013,
48,ReXa_149_08_midnight.wav,ReXa_149,midnight,0,0,True,0.9889596700668335,0.011040299199521542,1.72,3.96,1.72,0.23970676568620247,0.760293032831879,0.060111042440706086,
49,ReXa_149_09_pile.wav,ReXa_149,pile,0,0,True,0.9934773445129395,0.0065225702710449696,2.86,3.96,2.88,0.4138540122314587,0.5861459877386592,0.0001382200204964601,
50,ReXa_149_10_seven.wav,ReXa_149,seven,1,1,True,0.01852533034980297,0.9814746379852295,0.46,3.96,0.48,0.2432158927989428,0.7567840457113816,-0.05230811092791507,
51,ReXa_149_11_speed.wav,ReXa_149,speed,1,1,True,0.034069813787937164,0.965930163860321,0.38,3.96,0.68,0.09221870722135568,0.9077813319266078,-0.013820771509286428,
52,ReXa_149_12_system.wav,ReXa_149,system,1,1,True,0.17041318118572235,0.8295868635177612,2.52,3.96,2.74,0.3143037207779733,0.6856963094156259,-0.06865287049633481,
53,ReXa_149_13_at.wav,ReXa_149,at,1,1,True,0.08803438395261765,0.9119656085968018,0.46,3.96,0.8,0.14700066683944726,0.8529993331281956,0.022943145174679852,
54,ReXa_149_14_baseball.wav,ReXa_149,baseball,0,0,True,0.9946174025535583,0.005382665898650885,2.56,3.96,2.58,0.3620053585327687,0.6379946414293399,0.06659275507500484,
55,ReXa_149_15_sun.wav,ReXa_149,sun,1,1,True,0.054604362696409225,0.9453956484794617,0.18,3.96,0.34,0.0715816462998767,0.9284183998774423,-0.01515415566542501,
56,ReXa_149_16_state.wav,ReXa_149,state,1,1,True,0.03886033967137337,0.9611396789550781,2.2,3.96,2.44,0.30889485639977804,0.6911052407290305,-0.04145561347050464,
57,ReXa_149_17_to.wav,ReXa_149,to,1,1,True,0.05754172056913376,0.9424582719802856,0.16,3.96,0.32,0.09999727595639078,0.900002688629372,-0.026144566123912624,
58,ReXa_149_18_spoon.wav,ReXa_149,spoon,1,1,True,0.10245426744222641,0.8975457549095154,0.32,3.96,0.38,0.23418283065465298,0.7658172331929605,-0.03160140802730349,
59,ReXa_149_19_cheek.wav,ReXa_149,cheek,0,0,True,0.8171215057373047,0.1828784942626953,2.56,3.96,2.56,0.31606461704681094,0.6839353829214874,-0.020544501916998525,
60,ReXa_149_20_in.wav,ReXa_149,in,1,1,True,0.043622083961963654,0.9563779234886169,0.16,3.96,0.24,0.08265933118759275,0.91734074272892,0.0019415778932596883,
61,ReXa_149_21_be.wav,ReXa_149,be,1,1,True,0.030323926359415054,0.96967613697052,0.56,3.96,0.56,0.18884318397995262,0.8111568378958242,-0.011395472268818319,
62,ReXa_149_22_sometimes.wav,ReXa_149,sometimes,0,0,True,0.6244631409645081,0.37553688883781433,2.66,3.96,2.78,0.25679128064958856,0.7432087566998911,-0.0080083799627578,
